"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,-0.695169105638958,3.78330564488453
2001-01-02 12:00:00,2001,1,2,NA,-2.6048215974683,2.24862315371225
2001-01-03 12:00:00,2001,1,3,NA,-3.91633870919614,1.75761459252754
2001-01-04 12:00:00,2001,1,4,NA,-8.9915430328884,-2.246020785389
2001-01-05 12:00:00,2001,1,5,NA,-4.9226923628703,-0.47388756109622
2001-01-06 12:00:00,2001,1,6,NA,-4.26048230645955,0.302197437628372
2001-01-07 12:00:00,2001,1,7,NA,0.549465607087489,3.61463706354396
2001-01-08 12:00:00,2001,1,8,NA,-3.92455751666209,0.663881305288939
2001-01-09 12:00:00,2001,1,9,NA,-5.03221784388107,-1.30033541420239
2001-01-10 12:00:00,2001,1,10,NA,-7.0789188069555,-4.94190285062823
2001-01-11 12:00:00,2001,1,11,NA,-7.57724330834591,-5.45524069294228
2001-01-12 12:00:00,2001,1,12,NA,-8.96409009285234,-4.16445269895092
2001-01-13 12:00:00,2001,1,13,NA,-8.83103458477221,-1.92509101164167
2001-01-14 12:00:00,2001,1,14,NA,-1.08450006223841,0.0687383593702323
2001-01-15 12:00:00,2001,1,15,NA,1.40788182476535,2.33892743047686
2001-01-16 12:00:00,2001,1,16,NA,-3.28239319217792,-2.12715347171266
2001-01-17 12:00:00,2001,1,17,NA,-2.39307431934678,-0.160656833457043
2001-01-18 12:00:00,2001,1,18,NA,-0.829360667604053,0.319713520934519
2001-01-19 12:00:00,2001,1,19,NA,-2.52201250786013,0.753357847402416
2001-01-20 12:00:00,2001,1,20,NA,-0.390787186629859,4.09327614385275
2001-01-21 12:00:00,2001,1,21,NA,-2.31665405317648,4.73929838871816
2001-01-22 12:00:00,2001,1,22,NA,-2.42358190058216,5.61721949346173
2001-01-23 12:00:00,2001,1,23,NA,-1.23300211854351,4.54930907035131
2001-01-24 12:00:00,2001,1,24,NA,-0.47009327361668,4.09258647047124
2001-01-25 12:00:00,2001,1,25,NA,0.426420218880062,5.48912995551009
2001-01-26 12:00:00,2001,1,26,NA,1.93957656159475,7.988469372948
2001-01-27 12:00:00,2001,1,27,NA,1.23058927306362,8.5328492733054
2001-01-28 12:00:00,2001,1,28,NA,-2.16851166749894,2.76105237301663
2001-01-29 12:00:00,2001,1,29,NA,1.68210943628541,4.02968580221783
2001-01-30 12:00:00,2001,1,30,NA,2.04244506967839,8.47299503146416
2001-01-31 12:00:00,2001,1,31,NA,0.717843856422969,10.8436253461257
2001-02-01 12:00:00,2001,2,1,NA,2.92983920098233,12.1342354686107
2001-02-02 12:00:00,2001,2,2,NA,3.2262439022212,9.26276486667165
2001-02-03 12:00:00,2001,2,3,NA,4.44208202465112,11.315864401648
2001-02-04 12:00:00,2001,2,4,NA,7.80655078625836,9.72763414537152
2001-02-05 12:00:00,2001,2,5,NA,7.46842560985743,8.96653924028955
2001-02-06 12:00:00,2001,2,6,NA,5.56511469838764,8.39610689173632
2001-02-07 12:00:00,2001,2,7,NA,5.07223301948892,9.38638632829428
2001-02-08 12:00:00,2001,2,8,NA,2.38243045089282,7.4559360583555
2001-02-09 12:00:00,2001,2,9,NA,2.05702879625908,7.80387866816417
2001-02-10 12:00:00,2001,2,10,NA,-0.774667676446894,5.00303557005413
2001-02-11 12:00:00,2001,2,11,NA,-1.27373237203706,1.04152713384025
