"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,-0.481774119361712,4.78960700815589
2001-01-02 12:00:00,2001,1,2,NA,-2.30964961811517,3.40463790480079
2001-01-03 12:00:00,2001,1,3,NA,-1.77955501205649,2.99062026214535
2001-01-04 12:00:00,2001,1,4,NA,-6.68054182574402,-0.972243003084032
2001-01-05 12:00:00,2001,1,5,NA,-2.69935142011224,1.09220126544116
2001-01-06 12:00:00,2001,1,6,NA,-1.89817298634192,1.92223751464298
2001-01-07 12:00:00,2001,1,7,NA,2.75352715774597,5.57272107668175
2001-01-08 12:00:00,2001,1,8,NA,-1.38487028905501,2.45162003780594
2001-01-09 12:00:00,2001,1,9,NA,-2.48575527278568,0.630000291654379
2001-01-10 12:00:00,2001,1,10,NA,-4.65069254879247,-2.7612589036742
2001-01-11 12:00:00,2001,1,11,NA,-5.09897768076101,-3.21125688507189
2001-01-12 12:00:00,2001,1,12,NA,-6.19407582988496,-2.11892330311491
2001-01-13 12:00:00,2001,1,13,NA,-5.82606623311006,-0.0426987973059765
2001-01-14 12:00:00,2001,1,14,NA,1.48225417324906,2.43829197175797
2001-01-15 12:00:00,2001,1,15,NA,3.94662797489875,4.76118726693562
2001-01-16 12:00:00,2001,1,16,NA,-0.702346005975146,0.25385745514372
2001-01-17 12:00:00,2001,1,17,NA,0.242083628085304,2.1419142795243
2001-01-18 12:00:00,2001,1,18,NA,1.71426453475567,2.66853244593263
2001-01-19 12:00:00,2001,1,19,NA,0.108837776570253,2.94913617556737
2001-01-20 12:00:00,2001,1,20,NA,2.32049974644071,6.12369702561102
2001-01-21 12:00:00,2001,1,21,NA,0.463204101963474,6.59854726633945
2001-01-22 12:00:00,2001,1,22,NA,0.485971721009923,7.22791743696512
2001-01-23 12:00:00,2001,1,23,NA,1.43395038802098,6.26892327432124
2001-01-24 12:00:00,2001,1,24,NA,2.02078023182534,5.84119073281025
2001-01-25 12:00:00,2001,1,25,NA,2.88060270808948,7.11535750183886
2001-01-26 12:00:00,2001,1,26,NA,4.35680103689491,9.48203371015667
2001-01-27 12:00:00,2001,1,27,NA,3.48796059656229,10.0075173472026
2001-01-28 12:00:00,2001,1,28,NA,-0.0301182749578768,4.16824606937776
2001-01-29 12:00:00,2001,1,29,NA,3.54393288146862,5.52071954276536
2001-01-30 12:00:00,2001,1,30,NA,4.00927717425028,9.66143791347669
2001-01-31 12:00:00,2001,1,31,NA,2.94529024952641,11.5704447431884
2001-02-01 12:00:00,2001,2,1,NA,5.07302510926344,12.7423044555084
2001-02-02 12:00:00,2001,2,2,NA,4.95574829936657,10.0809280698517
2001-02-03 12:00:00,2001,2,3,NA,5.37811980159463,11.6140654906664
2001-02-04 12:00:00,2001,2,4,NA,8.40942436581072,10.1585352333042
2001-02-05 12:00:00,2001,2,5,NA,7.96610519044746,9.30586962495017
2001-02-06 12:00:00,2001,2,6,NA,6.02743961857876,8.57915202950703
2001-02-07 12:00:00,2001,2,7,NA,5.50267306210271,9.41622653000194
2001-02-08 12:00:00,2001,2,8,NA,2.75671839412935,7.36481393815138
2001-02-09 12:00:00,2001,2,9,NA,2.38113008655938,7.59522947066152
2001-02-10 12:00:00,2001,2,10,NA,-0.526033705083065,4.71296595101037
2001-02-11 12:00:00,2001,2,11,NA,-1.26718261019827,0.848905272304044
2001-02-12 12:00:00,2001,2,12,NA,0.217874644170519,3.20692244432392
2001-02-13 12:00:00,2001,2,13,NA,-1.12268004229636,0.81496339070451
2001-02-14 12:00:00,2001,2,14,NA,0.961203395367109,2.10405382642307
2001-02-15 12:00:00,2001,2,15,NA,-2.20791258814795,-1.16571804720232
2001-02-16 12:00:00,2001,2,16,NA,-1.56689924759408,-0.120289149501836
2001-02-17 12:00:00,2001,2,17,NA,-1.8035019038883,0.147211106932305
2001-02-18 12:00:00,2001,2,18,NA,-2.05264758647314,4.68002866220525
2001-02-19 12:00:00,2001,2,19,NA,-0.726746110153813,4.32270361841466
2001-02-20 12:00:00,2001,2,20,NA,4.5880109903821,6.74078326269164
2001-02-21 12:00:00,2001,2,21,NA,2.38711372895914,6.77519024699464
2001-02-22 12:00:00,2001,2,22,NA,-0.0297929143264106,5.08651450268395
2001-02-23 12:00:00,2001,2,23,NA,-0.180092928933359,3.9793162495005
2001-02-24 12:00:00,2001,2,24,NA,1.09012384642492,4.00345337101048
2001-02-25 12:00:00,2001,2,25,NA,0.990999120412104,4.3544115980231
2001-02-26 12:00:00,2001,2,26,NA,0.649507906199547,3.81900438656785
2001-02-27 12:00:00,2001,2,27,NA,-0.276165632207543,4.23571525218834
2001-02-28 12:00:00,2001,2,28,NA,-1.45714751008045,1.82968010219182
2001-03-01 12:00:00,2001,3,1,NA,-3.00606057461266,-0.510581136786166
2001-03-02 12:00:00,2001,3,2,NA,-0.914320246065195,2.27201783027546
2001-03-03 12:00:00,2001,3,3,NA,-2.24334611772123,2.54698255338297
2001-03-04 12:00:00,2001,3,4,NA,-2.17988542496924,2.17930064352925
2001-03-05 12:00:00,2001,3,5,NA,0.99256888212488,7.52503176033084
2001-03-06 12:00:00,2001,3,6,NA,-0.385676342848071,3.92722499622963
2001-03-07 12:00:00,2001,3,7,NA,-0.577252514776936,2.33824951064796
2001-03-08 12:00:00,2001,3,8,NA,-0.849796632405766,3.53148423604243
2001-03-09 12:00:00,2001,3,9,NA,-2.6201012948705,2.82996777911612
2001-03-10 12:00:00,2001,3,10,NA,-2.11263575786629,2.25687072902903
