"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,1.84659877228468,7.08081582508398
2001-01-02 12:00:00,2001,1,2,NA,-0.0260620196333643,5.64414056952429
2001-01-03 12:00:00,2001,1,3,NA,0.108397036967553,4.82458918588205
2001-01-04 12:00:00,2001,1,4,NA,-4.82976174098025,0.808063930158274
2001-01-05 12:00:00,2001,1,5,NA,-0.90140873306697,2.83831237962647
2001-01-06 12:00:00,2001,1,6,NA,-0.148336280286615,3.63387012613651
2001-01-07 12:00:00,2001,1,7,NA,4.4657953596094,7.24443443689378
2001-01-08 12:00:00,2001,1,8,NA,0.287977254507211,4.09101102416874
2001-01-09 12:00:00,2001,1,9,NA,-0.848523449754119,2.23965668483497
2001-01-10 12:00:00,2001,1,10,NA,-3.04302110146269,-1.18035173495255
2001-01-11 12:00:00,2001,1,11,NA,-3.5164104132311,-1.65586642804434
2001-01-12 12:00:00,2001,1,12,NA,-4.62154516576993,-0.595780430385111
2001-01-13 12:00:00,2001,1,13,NA,-4.2739446195612,1.46755363717333
2001-01-14 12:00:00,2001,1,14,NA,3.00634921079697,3.9529041874321
2001-01-15 12:00:00,2001,1,15,NA,5.4650438632184,6.26808677892818
2001-01-16 12:00:00,2001,1,16,NA,0.813585243116162,1.76032543233823
2001-01-17 12:00:00,2001,1,17,NA,1.76931068239874,3.64410007900836
2001-01-18 12:00:00,2001,1,18,NA,3.24248598469592,4.18604930320296
2001-01-19 12:00:00,2001,1,19,NA,1.66387005647422,4.46486150655174
2001-01-20 12:00:00,2001,1,20,NA,3.89683428102422,7.65121528022165
2001-01-21 12:00:00,2001,1,21,NA,2.05955217886213,8.14660505593205
2001-01-22 12:00:00,2001,1,22,NA,2.10423954000997,8.80144848510812
2001-01-23 12:00:00,2001,1,23,NA,3.06973543547836,7.87855204237666
2001-01-24 12:00:00,2001,1,24,NA,3.69219864708815,7.47440505351128
2001-01-25 12:00:00,2001,1,25,NA,4.58308019018198,8.78171767260585
2001-01-26 12:00:00,2001,1,26,NA,6.09301310066613,11.1832322369485
2001-01-27 12:00:00,2001,1,27,NA,5.26668060106358,11.7385309161392
2001-01-28 12:00:00,2001,1,28,NA,1.79012519593106,5.93319122433608
2001-01-29 12:00:00,2001,1,29,NA,5.38058278276542,7.34722741362306
2001-01-30 12:00:00,2001,1,30,NA,5.92053993666179,11.4931981877881
2001-01-31 12:00:00,2001,1,31,NA,4.89590284537658,13.4439985912541
2001-02-01 12:00:00,2001,2,1,NA,7.05831591144605,14.6629836714225
2001-02-02 12:00:00,2001,2,2,NA,6.96849882209335,12.0559933307534
2001-02-03 12:00:00,2001,2,3,NA,7.67056469220875,13.8822912010716
2001-02-04 12:00:00,2001,2,4,NA,10.7342927346959,12.4744136867623
2001-02-05 12:00:00,2001,2,5,NA,10.3233452493775,11.6676408741288
2001-02-06 12:00:00,2001,2,6,NA,8.4200943812685,10.9813433494955
2001-02-07 12:00:00,2001,2,7,NA,7.93071221502351,11.8558205474967
2001-02-08 12:00:00,2001,2,8,NA,5.23557206965956,9.82271485830517
2001-02-09 12:00:00,2001,2,9,NA,4.89912052844532,10.0788314116223
2001-02-10 12:00:00,2001,2,10,NA,1.99754727796386,7.25091352423062
2001-02-11 12:00:00,2001,2,11,NA,1.29230444837153,3.40536335404283
2001-02-12 12:00:00,2001,2,12,NA,2.79637369744111,5.79264755038764
2001-02-13 12:00:00,2001,2,13,NA,1.4780485601612,3.41998242595461
2001-02-14 12:00:00,2001,2,14,NA,3.58365106336334,4.72150375821879
2001-02-15 12:00:00,2001,2,15,NA,0.428697716862639,1.46383385911673
